date,code,rank,brand,product,price,star,review,url,period_ym
20260426,45173653,66,메이지, 메이지 초코 베이비 32 g ,2000,4.9,577,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=45173653&recmYn=N,202604
20260426,591580521,67,종근당건강, 종근당건강 락토핏 골드 ,5000,4.8,795,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=591580521&recmYn=N,202604
20260426,106286178,68,롯데, 롯데 치토스 스모키바베큐맛 64 g ,1000,4.9,118,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=106286178&recmYn=N,202604
20260426,600651654,69,유한양행, 유한양행 산뜻해질 생유산균 20캡슐 20일분 ,5000,4.8,112,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600651654&recmYn=N,202604
20260426,613602129,70,오브맘, 오브맘 면역＆프로폴리스 하루구미 30일분 ,5000,4.7,391,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=613602129&recmYn=N,202604
20260426,968235549,71,안국약품, 안국약품 브이팩 다이어트 유산균 올인원 멀티 비타민 7포 ,5000,4.6,249,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=968235549&recmYn=N,202604
20260426,902596192,72,애사비, 애사비 톡 사과 5 g X 10개입 ,3000,4.8,427,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=902596192&recmYn=N,202604
20260426,613602128,73,오브맘, 오브맘 멀티비타민＆미네랄 하루구미 30일분 ,5000,4.8,312,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=613602128&recmYn=N,202604
20260426,100308740,74,실카, 실카 초콜릿 위드 크리스피 36g ,500,4.8,701,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=100308740&recmYn=N,202604
20260426,611982831,75,안국약품, 안국약품 토비콤 루테인 지아잔틴 미니 30캡슐 ,5000,4.8,625,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=611982831&recmYn=N,202604
20260426,600000140,76,대웅제약, 대웅제약 맥주효모 비오틴 30정 30일분 ,5000,4.8,632,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600000140&recmYn=N,202604
20260426,938846464,77,이디야, 이디야 비니스트 오리지널 아메리카노 1 g X 12개입 ,2000,4.8,295,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=938846464&recmYn=N,202604
20260426,111118048,78,크라운, 크라운 빅파이 216 g ,2000,4.8,370,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=111118048&recmYn=N,202604
